'Id', 'UserId', 'Name', 'Date', 'Class', 'TagBased'
'83481', '299', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83482', '1651', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83484', '328', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83485', '2119', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83486', '774', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83487', '3836', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83488', '1612', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83490', '4125', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83491', '3087', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83493', '404', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83494', '2134', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83495', '2069', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83496', '202', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83497', '3055', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83498', '550', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83499', '5646', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83500', '714', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83501', '1944', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83502', '510', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83503', '425', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83504', '3233', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83505', '2073', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83506', '95', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83507', '4511', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83508', '6253', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83509', '13', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83510', '2424', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83511', '1725', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83512', '497', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83513', '448', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83514', '649', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83515', '2130', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83516', '1212', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83517', '3947', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83518', '5077', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83519', '5217', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83520', '479', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83521', '1653', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83522', '4455', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83523', '2614', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83524', '916', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83525', '5035', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83527', '3757', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83528', '1658', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83529', '3186', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83530', '5688', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83531', '2600', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83532', '5216', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83533', '5169', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83534', '1600', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83535', '1921', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83537', '2870', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83538', '2773', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83539', '1226', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83540', '1133', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83541', '3655', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83542', '2617', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83543', '4760', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83544', '2329', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83545', '1200', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83546', '2948', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83547', '3279', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83548', '1423', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83549', '6069', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83550', '1314', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83551', '4405', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83552', '1353', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83553', '5296', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83554', '340', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83555', '604', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83556', '1375', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83559', '2452', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83560', '1344', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83561', '4636', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83562', '2092', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83563', '543', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83564', '4219', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83565', '5926', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83566', '3035', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83567', '1493', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83568', '5702', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83569', '1449', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83570', '50', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83571', '114', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83572', '6262', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83573', '1150', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83574', '3392', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83575', '1172', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83576', '3215', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83577', '1967', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83578', '4605', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83579', '3661', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83580', '4580', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83581', '1694', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83582', '1542', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83583', '667', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83584', '6208', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83585', '2506', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83586', '799', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83587', '3748', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83588', '527', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83589', '1670', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83590', '2695', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83591', '288', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83592', '720', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83593', '3616', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83594', '1063', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83595', '2697', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83596', '4807', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83597', '2682', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83598', '1365', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83599', '3259', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83600', '3950', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83601', '3732', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83602', '1316', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83603', '3847', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83604', '3166', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83605', '4372', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83606', '672', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83607', '1335', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83608', '964', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83609', '3149', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83610', '5486', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83611', '960', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83613', '2785', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83614', '275', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83615', '2338', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83616', '19', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83617', '951', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83618', '1269', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83619', '4507', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83620', '837', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83621', '2051', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83622', '1733', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83623', '4249', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83624', '852', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83626', '3189', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83627', '6300', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83628', '2275', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83630', '2995', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83631', '2795', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83633', '4748', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83634', '3182', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83635', '5160', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
'83636', '41', 'Teacher', '2008-09-15T08:55:03.970', '3', 'False'
