"2017-10"	[0.2018997199,[371.1960784314,357]]
"2017-11"	[0.2110659236,[377.6719745223,314]]
"2017-12"	[0.2299524904,[286.1954022989,261]]
"2018-01"	[0.2202369085,[283.3690851735,317]]
"2018-02"	[0.1859714286,[752.8542274052,343]]
"2018-03"	[0.1844260753,[202.9650537634,372]]
"2018-04"	[0.1994427152,[137.357615894,302]]
"2018-05"	[0.1852462428,[145.1445086705,346]]
"2018-06"	[0.1833663366,[134.1650165017,303]]
"2018-07"	[0.1696148485,[124.0454545455,330]]
"2018-08"	[0.2292417293,[98.5,266]]
"2018-09"	[0.1974340741,[91.2407407407,270]]
"2018-10"	[0.2107066901,[66.4542253521,284]]
"2018-11"	[0.1833536122,[85.1558935361,263]]
"2018-12"	[0.219129918,[53.618852459,244]]
"2019-01"	[0.2365272727,[49.4909090909,275]]
"2019-02"	[0.1968313099,[40.4536741214,313]]
"2019-03"	[0.0530105263,[32.1578947368,19]]
