"2016-10"	[0.1916514655,[1160.5396551724,1160]]
"2016-11"	[0.1821546312,[1037.9888507719,1166]]
"2016-12"	[0.2181152525,[1241.6050505051,990]]
"2017-01"	[0.1872278261,[947.9226086957,1150]]
"2017-02"	[0.2096621157,[854.8182640145,1106]]
"2017-03"	[0.1857835252,[787.4762589928,1390]]
"2017-04"	[0.1732454992,[867.1260229133,1222]]
"2017-05"	[0.1962147967,[718.7089430894,1230]]
"2017-06"	[0.1903888689,[625.9165170557,1114]]
"2017-07"	[0.1942067194,[805.709486166,1012]]
"2017-08"	[0.1930330669,[870.0569430569,1001]]
"2017-09"	[0.1854897849,[670.5634408602,930]]
"2017-10"	[0.195716635,[547.6692015209,1052]]
"2017-11"	[0.2002604674,[725.0691333982,1027]]
"2017-12"	[0.1741791667,[435.7939814815,864]]
"2018-01"	[0.1969565265,[415.953539823,904]]
"2018-02"	[0.2019470231,[488.2952612394,823]]
"2018-03"	[0.1699334732,[374.1710388248,953]]
"2018-04"	[0.2021842333,[350.9956803456,926]]
"2018-05"	[0.1817425532,[351.4021276596,940]]
"2018-06"	[0.1755854321,[277.3148148148,810]]
"2018-07"	[0.1917986352,[258.4230769231,806]]
"2018-08"	[0.2104916667,[169.9082125604,828]]
"2018-09"	[0.2011132822,[169.7011494253,783]]
"2018-10"	[0.1978277273,[127.1204545455,880]]
"2018-11"	[0.207953375,[106.6325,800]]
"2018-12"	[0.2084956973,[153.1543026706,674]]
"2019-01"	[0.1966447368,[78.7146814404,722]]
"2019-02"	[0.1651569892,[53.980030722,651]]
"2019-03"	[0.1683848485,[189.0606060606,33]]
"2; 1"	[0.0,[2.0,1]]
"4"	[0.0,[2.0,1]]
"416096"	[0.0,[2.0,1]]
"418003"	[0.0,[2.0,1]]
"43"	[0.0,[2.0,1]]
"7"	[0.0,[2.0,1]]
"8"	[0.0,[2.0,1]]
